frame_index,file,side,status,roi_mode,pixels,row_coverage_ratio,vehicle_points_before_crop,vehicle_points_after_crop,fitted_lane_points,angle_deg,line_a,line_b,vehicle_x_min,vehicle_x_max,vehicle_y_min,vehicle_y_max,lost_count
824,000824.png,center,ok,from_left_right,,,25,,,,
825,000825.png,left,ok,tracking,504,0.213873,504,504,25,150.777540,-1.78764343211,558.280130275,0.252742,0.290479,-0.475429,-0.438023,0
825,000825.png,right,ok,tracking,3441,0.473988,3441,3441,25,15.413625,3.62710782623,-356.597391554,0.343100,0.489417,-1.170087,-0.599934,0
825,000825.png,center,ok,from_left_right,,,25,,,,
826,000826.png,left,ok,tracking,709,0.271676,709,709,25,136.807922,-1.06518695884,395.413807821,0.250062,0.292234,-0.476101,-0.435144,0
826,000826.png,right,ok,tracking,3727,0.502890,3727,3727,25,16.301644,3.41936909892,-311.312344049,0.343100,0.485906,-1.170087,-0.599934,0
826,000826.png,center,ok,from_left_right,,,25,,,,
827,000827.png,left,ok,tracking,867,0.306358,867,867,25,130.266932,-0.847069937236,345.058135861,0.247194,0.292919,-0.477450,-0.431734,0
827,000827.png,right,ok,tracking,3588,0.491329,3588,3588,25,15.977867,3.49250583185,-330.142818215,0.343100,0.484307,-1.170087,-0.599934,0
827,000827.png,center,ok,from_left_right,,,25,,,,
828,000828.png,left,ok,tracking,974,0.329480,974,974,25,129.981725,-0.838556256841,341.997299393,0.243745,0.292618,-0.477450,-0.428372,0
828,000828.png,right,ok,tracking,3609,0.491329,3609,3609,25,16.093372,3.46608604791,-326.194630557,0.342244,0.481445,-1.170087,-0.599934,0
828,000828.png,center,ok,from_left_right,,,25,,,,
829,000829.png,left,insufficient_row_coverage,tracking,240,0.080925,0,0,0,0.000000,0,0,,,,,1
829,000829.png,right,ok,tracking,3516,0.491329,3516,3516,25,16.200521,3.44190579702,-321.351123763,0.342244,0.482707,-1.170087,-0.599934,0
829,000829.png,center,not_published,from_left_right,,,0,,,,
830,000830.png,left,ok,tracking,1363,0.369942,1363,1363,25,142.426357,-1.29976290812,442.601967254,0.235979,0.311437,-0.498551,-0.418561,0
830,000830.png,right,ok,tracking,3546,0.502890,3546,3546,25,16.322266,3.41480660296,-316.4393205,0.341843,0.481108,-1.170087,-0.599934,0
830,000830.png,center,ok,from_left_right,,,25,,,,
831,000831.png,left,ok,tracking,1476,0.387283,1476,1476,25,147.495122,-1.56939070748,503.445538388,0.231707,0.315956,-0.508228,-0.413283,0
831,000831.png,right,ok,tracking,3561,0.502890,3561,3561,25,16.489179,3.37828630117,-308.876694831,0.341843,0.479509,-1.170087,-0.599934,0
831,000831.png,center,ok,from_left_right,,,25,,,,
832,000832.png,left,ok,tracking,1610,0.410405,1610,1610,25,150.249173,-1.74957848442,544.274066399,0.226949,0.319542,-0.515907,-0.407103,0
832,000832.png,right,ok,tracking,3495,0.502890,3495,3495,25,16.549221,3.36532445578,-306.182900048,0.341388,0.479509,-1.170087,-0.599934,0
832,000832.png,center,ok,from_left_right,,,25,,,,
833,000833.png,left,ok,tracking,1352,0.445087,1352,1352,25,151.706705,-1.85772235235,568.109390662,0.220587,0.295725,-0.482227,-0.399606,0
833,000833.png,right,ok,tracking,3434,0.508671,3434,3434,25,16.495205,3.37698113344,-309.453290392,0.341843,0.479509,-1.170087,-0.599934,0
833,000833.png,center,ok,from_left_right,,,25,,,,
834,000834.png,left,ok,tracking,1473,0.479769,1473,1473,25,153.837012,-2.03558669943,608.238467692,0.214430,0.296935,-0.482917,-0.391875,0
834,000834.png,right,ok,tracking,3375,0.508671,3375,3375,25,16.566683,3.36157187665,-303.954569366,0.342244,0.481108,-1.170087,-0.599934,0
834,000834.png,center,ok,from_left_right,,,25,,,,
835,000835.png,left,ok,tracking,1599,0.514451,1599,1599,25,155.426647,-2.18687594343,644.672266466,0.207092,0.298089,-0.482917,-0.382577,0
835,000835.png,right,ok,tracking,3364,0.508671,3364,3364,25,16.477704,3.38077382745,-306.55546452,0.343100,0.482707,-1.170087,-0.599934,0
835,000835.png,center,ok,from_left_right,,,25,,,,
836,000836.png,left,ok,tracking,1764,0.549133,1764,1764,25,157.352574,-2.39675195152,694.125537223,0.199461,0.298950,-0.484301,-0.371490,0
836,000836.png,right,ok,tracking,3781,0.531792,3781,3781,25,17.093284,3.25190714827,-273.486873886,0.343957,0.482707,-1.170087,-0.598909,0
836,000836.png,center,ok,from_left_right,,,25,,,,
837,000837.png,left,ok,tracking,1647,0.479769,1647,1647,25,159.847347,-2.72486679545,779.169464348,0.196805,0.291862,-0.484301,-0.371490,0
837,000837.png,right,ok,tracking,3453,0.514451,3453,3453,25,16.658078,3.34205590081,-293.776249455,0.343957,0.483039,-1.170087,-0.598909,0
837,000837.png,center,ok,from_left_right,,,25,,,,
838,000838.png,left,ok,tracking,1663,0.485549,1663,1663,25,159.913426,-2.73461380908,783.568002792,0.196252,0.292169,-0.485693,-0.371490,0
838,000838.png,right,ok,tracking,3625,0.514451,3625,3625,25,17.096633,3.2512305688,-271.17679411,0.343957,0.482707,-1.170087,-0.598909,0
838,000838.png,center,ok,from_left_right,,,25,,,,
839,000839.png,left,ok,tracking,1682,0.491329,1682,1682,25,159.942358,-2.73890076085,784.494995429,0.196252,0.293488,-0.487092,-0.371490,0
839,000839.png,right,ok,tracking,3816,0.531792,3816,3816,25,17.322856,3.20612519737,-258.209699557,0.344813,0.484307,-1.170087,-0.597887,0
839,000839.png,center,ok,from_left_right,,,25,,,,
840,000840.png,left,ok,tracking,1667,0.485549,1667,1667,25,159.968191,-2.7427387056,788.081266605,0.195699,0.292702,-0.487092,-0.371490,0
840,000840.png,right,ok,tracking,3863,0.531792,3863,3863,25,17.385367,3.19386215539,-253.328657545,0.346064,0.484307,-1.170087,-0.597887,0
840,000840.png,center,ok,from_left_right,,,25,,,,
841,000841.png,left,ok,tracking,1671,0.479769,1671,1671,25,160.242151,-2.78403146883,797.699650392,0.196252,0.293012,-0.488498,-0.371490,0
841,000841.png,right,ok,tracking,3869,0.520231,3869,3869,25,17.519909,3.16775627423,-245.377741295,0.346458,0.484307,-1.170087,-0.597887,0
841,000841.png,center,ok,from_left_right,,,25,,,,
842,000842.png,left,ok,tracking,1707,0.485549,1707,1707,25,160.410799,-2.81000207438,804.561105175,0.196252,0.294030,-0.489911,-0.371490,0
842,000842.png,right,ok,tracking,4062,0.543353,4062,4062,25,17.668217,3.13942573408,-237.891978927,0.347311,0.483039,-1.170087,-0.597887,0
842,000842.png,center,ok,from_left_right,,,25,,,,
843,000843.png,left,ok,tracking,1730,0.491329,1730,1730,25,160.401564,-2.80856887862,805.939848388,0.195699,0.295287,-0.491332,-0.371490,0
843,000843.png,right,ok,tracking,3849,0.526012,3849,3849,25,17.478453,3.17575864323,-245.434381896,0.348165,0.484307,-1.170087,-0.597887,0
843,000843.png,center,ok,from_left_right,,,25,,,,
844,000844.png,left,ok,tracking,1722,0.485549,1722,1722,25,160.418627,-2.81121800387,808.199907053,0.195699,0.293948,-0.491332,-0.371490,0
844,000844.png,right,ok,tracking,3525,0.520231,3525,3525,25,16.959778,3.27908400544,-268.92094541,0.348165,0.485906,-1.170087,-0.597887,0
844,000844.png,center,ok,from_left_right,,,25,,,,
845,000845.png,left,ok,tracking,1725,0.485549,1725,1725,25,160.508153,-2.82519039433,811.131646007,0.195699,0.293948,-0.492046,-0.371490,0
845,000845.png,right,ok,tracking,3509,0.520231,3509,3509,25,16.912798,3.28874635295,-269.366968486,0.347311,0.487505,-1.170087,-0.597887,0
845,000845.png,center,ok,from_left_right,,,25,,,,
846,000846.png,left,ok,tracking,1732,0.485549,1732,1732,25,160.492331,-2.82271217711,812.661169314,0.195146,0.294181,-0.492761,-0.371490,0
846,000846.png,right,ok,tracking,3386,0.514451,3386,3386,25,16.767585,3.31894479961,-274.58721115,0.347774,0.489104,-1.170087,-0.597887,0
846,000846.png,center,ok,from_left_right,,,25,,,,
847,000847.png,left,ok,tracking,1724,0.479769,1724,1724,25,160.530024,-2.82862266106,816.259522993,0.195146,0.293470,-0.492761,-0.371490,0
847,000847.png,right,ok,tracking,3467,0.514451,3467,3467,25,16.733086,3.32619395812,-274.130111731,0.347774,0.489104,-1.170087,-0.597887,0
847,000847.png,center,ok,from_left_right,,,25,,,,
848,000848.png,left,ok,tracking,1734,0.485549,1734,1734,25,160.481730,-2.82105369245,815.756605953,0.194593,0.293784,-0.493478,-0.371490,0
848,000848.png,right,ok,tracking,3447,0.508671,3447,3447,25,16.656606,3.34236860607,-274.916439218,0.348165,0.492303,-1.170087,-0.597887,0
848,000848.png,center,ok,from_left_right,,,25,,,,
849,000849.png,left,ok,tracking,1718,0.479769,1718,1718,25,160.575660,-2.83580820586,823.235596392,0.194040,0.292048,-0.492761,-0.371490,0
849,000849.png,right,ok,tracking,3437,0.502890,3437,3437,25,16.488257,3.37848607233,-282.402266645,0.349019,0.492303,-1.170087,-0.597887,0
849,000849.png,center,ok,from_left_right,,,25,,,,
850,000850.png,left,ok,tracking,1748,0.479769,1748,1748,25,160.563535,-2.83389584793,823.179840328,0.194040,0.292361,-0.494197,-0.371490,0
850,000850.png,right,ok,tracking,3350,0.497110,3350,3350,25,16.311036,3.41728984718,-288.657452854,0.349019,0.493902,-1.170087,-0.597887,0
850,000850.png,center,ok,from_left_right,,,25,,,,
851,000851.png,left,ok,tracking,1739,0.479769,1739,1739,25,160.536919,-2.82970615699,824.632784075,0.193487,0.291337,-0.493478,-0.371490,0
851,000851.png,right,ok,tracking,3437,0.497110,3437,3437,25,16.268342,3.42676082978,-289.91337815,0.349407,0.493902,-1.170087,-0.597887,0
851,000851.png,center,ok,from_left_right,,,25,,,,
852,000852.png,left,ok,tracking,1739,0.485549,1739,1739,25,160.452418,-2.81647727473,825.491070676,0.192381,0.291248,-0.493478,-0.371490,0
852,000852.png,right,ok,tracking,3361,0.497110,3361,3361,25,16.117332,3.46065181404,-296.327552936,0.349407,0.495501,-1.170087,-0.597887,0
852,000852.png,center,ok,from_left_right,,,25,,,,
853,000853.png,left,ok,tracking,1736,0.485549,1736,1736,25,160.388398,-2.80652783718,823.85293642,0.191828,0.289607,-0.492761,-0.371490,0
853,000853.png,right,ok,tracking,3347,0.491329,3347,3347,25,15.917479,3.50646691582,-304.160349266,0.349407,0.497100,-1.170087,-0.597887,0
853,000853.png,center,ok,from_left_right,,,25,,,,
854,000854.png,left,ok,tracking,1748,0.485549,1748,1748,25,160.314173,-2.79507005495,823.811018111,0.191275,0.288590,-0.492046,-0.371490,0
854,000854.png,right,ok,tracking,3699,0.491329,3699,3699,25,16.217857,3.43802283578,-286.35967436,0.349872,0.498700,-1.170087,-0.597887,0
854,000854.png,center,ok,from_left_right,,,25,,,,
855,000855.png,left,ok,tracking,1727,0.485549,1727,1727,25,160.088131,-2.76068252193,818.66336899,0.190723,0.287575,-0.491332,-0.371490,0
855,000855.png,right,ok,tracking,3711,0.491329,3711,3711,25,16.068170,3.47181897587,-291.092846924,0.351111,0.500579,-1.170087,-0.597887,0
855,000855.png,center,ok,from_left_right,,,25,,,,
856,000856.png,left,ok,tracking,1737,0.485549,1737,1737,25,159.971324,-2.74320479242,818.398768032,0.189617,0.286159,-0.491332,-0.371490,0
856,000856.png,right,ok,tracking,3710,0.485549,3710,3710,25,16.020702,3.48266474377,-291.916813884,0.351496,0.501898,-1.170087,-0.597887,0
856,000856.png,center,ok,from_left_right,,,25,,,,
857,000857.png,left,ok,tracking,1705,0.485549,1705,1705,25,159.751872,-2.71089137302,814.744626272,0.187958,0.283138,-0.488498,-0.371490,0
857,000857.png,right,ok,tracking,3629,0.468208,3629,3629,25,15.826503,3.52769580503,-301.082271449,0.351964,0.503497,-1.170087,-0.597887,0
857,000857.png,center,ok,from_left_right,,,25,,,,
858,000858.png,left,ok,tracking,1704,0.485549,1704,1704,25,159.645852,-2.69551959455,811.4581994,0.187405,0.281545,-0.487092,-0.371490,0
858,000858.png,right,ok,tracking,3307,0.462428,3307,3307,25,15.187271,3.6838459756,-335.86314865,0.351964,0.505096,-1.170087,-0.597887,0
858,000858.png,center,ok,from_left_right,,,25,,,,
859,000859.png,left,ok,tracking,1648,0.473988,1648,1648,25,159.591450,-2.68769124619,810.175838419,0.187405,0.279264,-0.484996,-0.371490,0
859,000859.png,right,ok,tracking,3402,0.462428,3402,3402,25,15.118044,3.70152948816,-340.087958202,0.351111,0.505096,-1.170087,-0.597887,0
859,000859.png,center,ok,from_left_right,,,25,,,,
860,000860.png,left,ok,tracking,1594,0.468208,1594,1594,25,159.447352,-2.66714768918,807.494686167,0.186852,0.275861,-0.480854,-0.371490,0
860,000860.png,right,ok,tracking,3439,0.456647,3439,3439,25,15.122499,3.7003867862,-339.34470264,0.350726,0.505096,-1.170087,-0.597887,0
860,000860.png,center,ok,from_left_right,,,25,,,,
861,000861.png,left,ok,tracking,1587,0.462428,1587,1587,25,159.356560,-2.65434467784,803.637788495,0.186852,0.274604,-0.478806,-0.371490,0
861,000861.png,right,ok,tracking,3225,0.450867,3225,3225,25,14.752804,3.7975113619,-360.692964427,0.350726,0.506696,-1.170087,-0.597887,0
861,000861.png,center,ok,from_left_right,,,25,,,,
862,000862.png,left,ok,tracking,1541,0.450867,1541,1541,25,159.161752,-2.6272340097,798.631323184,0.186299,0.270869,-0.474759,-0.371490,0
862,000862.png,right,rejected_lane_spacing,tracking,2949,0.450867,0,0,0,14.393071,3.8966991065,-387.277404564,,,,,6
862,000862.png,center,not_published,from_left_right,,,0,,,,
863,000863.png,left,ok,tracking,1446,0.433526,1446,1446,25,159.177792,-2.62944792222,796.713255063,0.186299,0.266658,-0.468148,-0.371490,0
863,000863.png,right,ok,init,3819,0.450867,3819,3819,25,14.204033,3.95079209825,-383.318098936,0.349407,0.508551,-1.170087,-0.597887,0
863,000863.png,center,ok,from_left_right,,,25,,,,
864,000864.png,left,ok,tracking,1392,0.416185,1392,1392,25,159.160059,-2.62700063693,794.250653524,0.186852,0.262427,-0.462979,-0.371490,0
864,000864.png,right,ok,tracking,3355,0.445087,3355,3355,25,14.334383,3.91334310057,-378.353364054,0.351964,0.510146,-1.170087,-0.597887,0
864,000864.png,center,ok,from_left_right,,,25,,,,
865,000865.png,left,ok,tracking,1311,0.393064,1311,1311,25,159.033575,-2.6096588624,791.707285676,0.186299,0.257318,-0.457284,-0.371490,0
865,000865.png,right,ok,tracking,3351,0.439306,3351,3351,25,14.016193,4.00595738527,-399.006177651,0.351496,0.510146,-1.170087,-0.597887,0
865,000865.png,center,ok,from_left_right,,,25,,,,
866,000866.png,left,ok,tracking,1234,0.375723,1234,1234,25,159.094301,-2.61795981916,792.781862442,0.186299,0.252889,-0.451715,-0.371490,0
866,000866.png,right,ok,tracking,3343,0.439306,3343,3343,25,13.962122,4.02210669076,-401.956935394,0.351111,0.510146,-1.170087,-0.597887,0
866,000866.png,center,ok,from_left_right,,,25,,,,
867,000867.png,left,ok,tracking,1145,0.346821,1145,1145,25,158.908118,-2.59265418356,784.577168184,0.186852,0.247919,-0.445072,-0.371490,0
867,000867.png,right,ok,tracking,3170,0.439306,3170,3170,25,13.770587,4.08031185487,-414.42514698,0.351111,0.510146,-1.170087,-0.596869,0
867,000867.png,center,ok,from_left_right,,,25,,,,
868,000868.png,left,insufficient_row_coverage,tracking,6,0.005780,0,0,0,0.000000,0,0,,,,,1
868,000868.png,right,ok,tracking,3257,0.433526,3257,3257,25,13.671008,4.11120462157,-418.145701746,0.351111,0.510146,-1.170087,-0.596869,0
868,000868.png,center,not_published,from_left_right,,,0,,,,
869,000869.png,left,ok,tracking,897,0.283237,897,897,25,158.557084,-2.54608393781,771.375008398,0.186299,0.233698,-0.427262,-0.371490,0
869,000869.png,right,ok,tracking,3159,0.421965,3159,3159,25,13.444124,4.18326769274,-430.834817197,0.351496,0.510146,-1.170087,-0.596869,0
869,000869.png,center,ok,from_left_right,,,25,,,,
870,000870.png,left,insufficient_row_coverage,tracking,1,0.005780,0,0,0,0.000000,0,0,,,,,1
870,000870.png,right,ok,tracking,3204,0.421965,3204,3204,25,13.421818,4.19048176527,-432.570594203,0.351496,0.510146,-1.170087,-0.596869,0
870,000870.png,center,not_published,from_left_right,,,0,,,,
871,000871.png,left,ok,tracking,588,0.208092,588,588,25,157.554830,-2.42076322986,737.289469949,0.185746,0.217584,-0.408121,-0.371490,0
871,000871.png,right,ok,tracking,3324,0.421965,3324,3324,25,13.604879,4.13196503753,-417.864707889,0.351496,0.510146,-1.170087,-0.596869,0
871,000871.png,center,ok,from_left_right,,,25,,,,
872,000872.png,left,ok,tracking,367,0.138728,367,367,25,156.612372,-2.31223332519,705.493155005,0.185746,0.206368,-0.394743,-0.371490,0
872,000872.png,right,insufficient_row_coverage,tracking,1,0.005780,0,0,0,0.000000,0,0,,,,,1
872,000872.png,center,not_published,from_left_right,,,0,,,,
873,000873.png,left,ok,tracking,283,0.127168,283,283,25,147.679753,-1.58060666735,563.497384609,0.299257,0.328953,-0.536060,-0.504466,0
873,000873.png,right,ok,tracking,3232,0.410405,3232,3232,25,13.282679,4.23601713654,-439.742080282,0.351964,0.509311,-1.159339,-0.596869,0
873,000873.png,center,ok,from_left_right,,,25,,,,
874,000874.png,left,ok,tracking,294,0.132948,294,294,25,147.653907,-1.5790297195,564.058826318,0.298858,0.329735,-0.537734,-0.504466,0
874,000874.png,right,ok,tracking,3060,0.398844,3060,3060,25,13.133030,4.28604983873,-451.742345215,0.351496,0.508490,-1.148779,-0.596869,0
874,000874.png,center,ok,from_left_right,,,25,,,,
875,000875.png,left,ok,tracking,439,0.208092,439,439,25,150.722785,-1.78364070742,603.915968616,0.280549,0.330128,-0.538575,-0.484996,0
875,000875.png,right,ok,tracking,3117,0.398844,3117,3117,25,13.131028,4.28672653001,-449.556471717,0.352347,0.508490,-1.148779,-0.596869,0
875,000875.png,center,ok,from_left_right,,,25,,,,
876,000876.png,left,ok,tracking,542,0.248555,542,542,25,151.287139,-1.82556445159,612.516774637,0.272250,0.330128,-0.538575,-0.476775,0
876,000876.png,right,ok,tracking,3095,0.398844,3095,3095,25,13.172319,4.27280608145,-448.253552617,0.351964,0.508490,-1.148779,-0.596869,0
876,000876.png,center,ok,from_left_right,,,25,,,,
877,000877.png,left,ok,tracking,572,0.248555,572,572,25,152.226549,-1.89880088115,626.549045662,0.271144,0.330128,-0.538575,-0.474090,0
877,000877.png,right,ok,tracking,3155,0.393064,3155,3155,25,13.102884,4.29626437782,-451.953434392,0.351964,0.508490,-1.145300,-0.596869,0
877,000877.png,center,ok,from_left_right,,,25,,,,
878,000878.png,left,ok,tracking,532,0.225434,532,532,25,152.920381,-1.95588666105,637.335353844,0.275578,0.330521,-0.539418,-0.478127,0
878,000878.png,right,ok,tracking,3165,0.393064,3165,3165,25,13.246414,4.24803995476,-440.510426956,0.352347,0.508490,-1.145300,-0.596869,0
878,000878.png,center,ok,from_left_right,,,25,,,,
879,000879.png,left,ok,tracking,589,0.242775,589,589,25,153.506548,-2.00626385488,647.666033602,0.271281,0.330916,-0.540264,-0.472758,0
879,000879.png,right,ok,tracking,3210,0.398844,3210,3210,25,13.364765,4.20904077201,-432.964669789,0.352347,0.508490,-1.148779,-0.596869,0
879,000879.png,center,ok,from_left_right,,,25,,,,
880,000880.png,left,ok,tracking,623,0.254335,623,623,25,153.767055,-2.02932197923,652.331986996,0.269365,0.331312,-0.541112,-0.471432,0
880,000880.png,right,ok,tracking,3215,0.404624,3215,3215,25,13.544377,4.1511330666,-420.868234779,0.352347,0.509311,-1.155799,-0.596869,0
880,000880.png,center,ok,from_left_right,,,25,,,,
881,000881.png,left,ok,tracking,445,0.161850,445,445,25,153.623230,-2.01653935872,653.117117842,0.290756,0.333310,-0.545389,-0.494918,0
881,000881.png,right,ok,tracking,3205,0.404624,3205,3205,25,13.535161,4.15406772893,-422.700165914,0.352347,0.509311,-1.155799,-0.596869,0
881,000881.png,center,ok,from_left_right,,,25,,,,
882,000882.png,left,ok,tracking,739,0.283237,739,739,25,154.613917,-2.10731597208,672.584178547,0.263830,0.332908,-0.544528,-0.466197,0
882,000882.png,right,ok,tracking,3150,0.404624,3150,3150,25,13.525439,4.15716777106,-423.94359601,0.352347,0.509311,-1.155799,-0.596869,0
882,000882.png,center,ok,from_left_right,,,25,,,,
883,000883.png,left,ok,tracking,584,0.179191,584,584,25,145.272863,-1.44272292307,535.844789691,0.287685,0.334117,-0.547117,-0.492046,0
883,000883.png,right,ok,tracking,3160,0.410405,3160,3160,25,13.767692,4.08120390226,-407.547839964,0.352347,0.509311,-1.159339,-0.596869,0
883,000883.png,center,ok,from_left_right,,,25,,,,
884,000884.png,left,ok,tracking,1142,0.329480,1142,1142,25,149.638001,-1.70705177918,583.821042922,0.253439,0.336566,-0.552362,-0.453558,0
884,000884.png,right,ok,tracking,3267,0.421965,3267,3267,25,13.919631,4.03488377481,-400.017583437,0.352347,0.510146,-1.170087,-0.596869,0
884,000884.png,center,ok,from_left_right,,,25,,,,
885,000885.png,left,ok,tracking,895,0.323699,895,895,25,156.042511,-2.25052920221,706.044778768,0.255078,0.335336,-0.549728,-0.455414,0
885,000885.png,right,ok,tracking,3270,0.433526,3270,3270,25,13.970107,4.01971416052,-398.235371439,0.351964,0.510146,-1.170087,-0.596869,0
885,000885.png,center,ok,from_left_right,,,25,,,,
886,000886.png,left,ok,tracking,950,0.346821,950,950,25,156.050045,-2.25132687489,705.904568085,0.250501,0.336155,-0.551481,-0.449886,0
886,000886.png,right,ok,tracking,3095,0.421965,3095,3095,25,13.808058,4.06880042836,-406.733894792,0.352347,0.510146,-1.170087,-0.596869,0
886,000886.png,center,ok,from_left_right,,,25,,,,
887,000887.png,left,ok,tracking,612,0.208092,612,612,25,155.964123,-2.24225705395,706.676597138,0.282023,0.336155,-0.551481,-0.486391,0
887,000887.png,right,ok,tracking,3344,0.433526,3344,3344,25,14.108262,3.97873843763,-389.95482544,0.351964,0.510146,-1.170087,-0.596869,0
887,000887.png,center,ok,from_left_right,,,25,,,,
888,000888.png,left,ok,tracking,623,0.208092,623,623,25,156.400517,-2.28896590176,713.955259578,0.281136,0.336566,-0.552362,-0.484996,0
888,000888.png,right,ok,tracking,3208,0.433526,3208,3208,25,14.156707,3.9645557942,-385.969787565,0.352816,0.510146,-1.170087,-0.596869,0
888,000888.png,center,ok,from_left_right,,,25,,,,
889,000889.png,left,ok,tracking,647,0.213873,647,647,25,156.805744,-2.33382091983,722.182449999,0.278974,0.336566,-0.552362,-0.482917,0
889,000889.png,right,ok,tracking,3242,0.433526,3242,3242,25,14.317806,3.91806867102,-375.796942456,0.353197,0.510146,-1.170087,-0.596869,0
889,000889.png,center,ok,from_left_right,,,25,,,,
890,000890.png,left,ok,tracking,790,0.265896,790,790,25,157.561332,-2.42154191638,741.582302761,0.265598,0.337392,-0.554131,-0.465550,0
890,000890.png,right,ok,tracking,3435,0.445087,3435,3435,25,14.519124,3.86139586471,-365.298877663,0.352816,0.510146,-1.170087,-0.596869,0
890,000890.png,center,ok,from_left_right,,,25,,,,
891,000891.png,left,ok,tracking,684,0.219653,684,684,25,157.460212,-2.40947968039,735.61852872,0.276840,0.336978,-0.553245,-0.478806,0
891,000891.png,right,ok,tracking,3258,0.439306,3258,3258,25,14.604407,3.83784900882,-358.845616899,0.353578,0.510146,-1.170087,-0.596869,0
891,000891.png,center,ok,from_left_right,,,25,,,,
892,000892.png,left,ok,tracking,699,0.219653,699,699,25,158.042870,-2.48042864941,745.430881876,0.275141,0.335745,-0.550603,-0.474759,0
892,000892.png,right,ok,tracking,3056,0.433526,3056,3056,25,14.553292,3.85192933368,-358.010148292,0.354428,0.510146,-1.170087,-0.596869,0
892,000892.png,center,ok,from_left_right,,,25,,,,
893,000893.png,left,ok,tracking,727,0.225434,727,727,25,158.528872,-2.54240422666,756.031926026,0.273338,0.335336,-0.549728,-0.471432,0
893,000893.png,right,ok,tracking,3074,0.427746,3074,3074,25,14.512737,3.86317016884,-357.859504266,0.355277,0.510146,-1.170087,-0.596869,0
893,000893.png,center,ok,from_left_right,,,25,,,,
894,000894.png,left,ok,tracking,795,0.242775,795,795,25,158.889464,-2.59014229343,765.43533127,0.268838,0.335336,-0.549728,-0.465550,0
894,000894.png,right,ok,tracking,3117,0.427746,3117,3117,25,14.578786,3.84489474849,-353.620319774,0.355277,0.510146,-1.170087,-0.596869,0
894,000894.png,center,ok,from_left_right,,,25,,,,
895,000895.png,left,ok,tracking,874,0.260116,874,874,25,159.052384,-2.61222500003,771.277674378,0.264438,0.336155,-0.551481,-0.460432,0
895,000895.png,right,ok,tracking,3256,0.439306,3256,3256,25,14.720575,3.8062041659,-347.34182884,0.354428,0.510146,-1.170087,-0.596869,0
895,000895.png,center,ok,from_left_right,,,25,,,,
896,000896.png,left,ok,tracking,938,0.277457,938,938,25,159.301958,-2.64669680995,778.20429612,0.260641,0.336155,-0.551481,-0.455414,0
896,000896.png,right,ok,tracking,3362,0.445087,3362,3362,25,14.879150,3.76378772235,-340.639034438,0.354048,0.510146,-1.170087,-0.596869,0
896,000896.png,center,ok,from_left_right,,,25,,,,
897,000897.png,left,ok,tracking,995,0.300578,995,995,25,159.467142,-2.66995279454,786.231681114,0.256004,0.336978,-0.553245,-0.449886,0
897,000897.png,right,ok,tracking,3320,0.445087,3320,3320,25,14.799156,3.7850737694,-348.819028451,0.353578,0.510146,-1.170087,-0.596869,0
897,000897.png,center,ok,from_left_right,,,25,,,,
898,000898.png,left,ok,tracking,1098,0.329480,1098,1098,25,159.501154,-2.67478566223,791.73121547,0.250569,0.336978,-0.553245,-0.445072,0
898,000898.png,right,ok,tracking,3446,0.456647,3446,3446,25,14.807254,3.78290867509,-353.590554443,0.352347,0.509894,-1.170087,-0.596869,0
898,000898.png,center,ok,from_left_right,,,25,,,,
899,000899.png,left,ok,tracking,1198,0.369942,1198,1198,25,159.720888,-2.70638311359,801.810674986,0.242399,0.336978,-0.554131,-0.435144,0
899,000899.png,right,ok,tracking,3548,0.468208,3548,3548,25,14.984790,3.73601777468,-348.742058954,0.351496,0.505096,-1.170087,-0.596869,0
899,000899.png,center,ok,from_left_right,,,25,,,,
900,000900.png,left,ok,tracking,1335,0.393064,1335,1335,25,160.005190,-2.74825193749,807.176082215,0.236618,0.336566,-0.553245,-0.426157,0
900,000900.png,right,ok,tracking,3413,0.479769,3413,3413,25,15.284563,3.65925762913,-333.979946365,0.351496,0.503768,-1.170087,-0.596869,0
900,000900.png,center,ok,from_left_right,,,25,,,,
901,000901.png,left,insufficient_row_coverage,tracking,197,0.075145,0,0,0,0.000000,0,0,,,,,1
901,000901.png,right,ok,tracking,3316,0.479769,3316,3316,25,15.334064,3.64686443219,-332.04158989,0.351496,0.505096,-1.170087,-0.596869,0
901,000901.png,center,not_published,from_left_right,,,0,,,,
902,000902.png,left,ok,tracking,1585,0.456647,1585,1585,25,160.175918,-2.77394813378,813.616551767,0.222706,0.337807,-0.555910,-0.408632,0
902,000902.png,right,ok,tracking,3254,0.479769,3254,3254,25,15.411305,3.62768117685,-326.836731453,0.351964,0.503768,-1.170087,-0.596869,0
902,000902.png,center,ok,from_left_right,,,25,,,,
903,000903.png,left,ok,tracking,1791,0.502890,1791,1791,25,160.456034,-2.81704126452,823.349762931,0.213470,0.337807,-0.555019,-0.396190,0
903,000903.png,right,ok,tracking,3307,0.479769,3307,3307,25,15.473940,3.61226276779,-323.265764957,0.351964,0.505096,-1.170087,-0.596869,0
903,000903.png,center,ok,from_left_right,,,25,,,,
904,000904.png,left,ok,tracking,2019,0.560694,2019,2019,25,160.594190,-2.83873515544,827.806984053,0.203267,0.338640,-0.557700,-0.383489,0
904,000904.png,right,ok,tracking,3311,0.479769,3311,3311,25,15.632791,3.57369989215,-314.245655224,0.352347,0.505096,-1.170087,-0.596869,0
